text,label
Group these species based on their evolutionary relationships.,Understand
Name the THREE types of land application of wastewater. ,Remember
Recite the names of the continents in alphabetical order.,Remember
Design the clocked sequential circuit for the state diagram using T flip flop.,Apply
Assess the reliability of machine learning algorithms in detecting and mitigating cybersecurity threats.,Evaluate
Devise a system for automatically detecting and mitigating signal interference in unmanned aerial vehicle (UAV) communication systems.,Create
Write a set of rules to prevent what happened in the story.,Create
Define Equalizer.,Remember
Show me the process of creating a paper airplane.,Remember
"You are designing a blockchain-based supply chain management system for tracking and tracing products across the supply chain. Create a blockchain network that provides transparency, traceability, and immutability of supply chain transactions, incorporating smart contracts for automating contract execution, provenance tracking, and real-time visibility into product movements.",Create
What is LANDSLIDE?,Remember
How would you have handled . . .?,Evaluate
How do you infer the societal attitudes reflected in a piece of literature?,Analyze
Two examiners A and B award marks to seven students as follows: Roll No. : R1R2R3R4R5R6R7 Marks (A) : 40 44 28 30 44 36 30 Marks (B) : 32 39 26 30 28 34 28 Find the coefficient of correlation.,Apply
Demonstrate email and social media approaches to create effective marketing plan.,Apply
What is Log Based Recovery?,Remember
How would you show your understanding of the ABC process,Apply
Write a short note on Java tokens.,Remember
Provide labels for the sections of a scientific research paper.,Remember
Discuss FOUR (4) tactics that can be used by a spokesperson to handle different types of questions from the media. Provide your discussions with an appropriate example for each tactic. ,Understand
Enlist various linear methods of setting out curves and explain any one with sketch.,Understand
How would you restructure the school day to reflect children's developmental needs?,Create
Derive the expression for PIV for single phase FWR.,Analyze
How would you create/design a new...?,Create
Select the appropriate statistical test to analyze this dataset.,Analyze
Explain the following Equality predicates using a suitable example.,Analyze
Compare the electrical conductivity of an insulator and a semiconductor at room temperature by using the energy band diagram. ,Understand
Infer the possible causes of the decline in customer satisfaction.,Understand
Demonstrate the different types of flames used in oxyacetylene welding.,Remember
"Hypothesize an approach for integrating blockchain technology into electronic voting systems to ensure transparency, security, and verifiability of election results.",Create
Explain how competitive and uncompetitive inhibitors will affect enzymatic reactions. ,Understand
What associations do you have with the concept of courage?,Understand
"Compare the environmental impact of different transportation modes (e.g., road, rail, air, water) in terms of energy consumption and greenhouse gas emissions.",Analyze
 What happens if you restrict a determinental process to a subset R  S? ,Apply
Explain Pre-emphasis and De-emphasis in detail.,Remember
What facts can you interpret from the data?,Understand
Explain the possible flow patterns in the culvert depending on the level of the rain water in the car park and the drain channel. ,Understand
Select the appropriate methodology for a research project.,Evaluate
Write short note on Permanent Magnet Stepper Motor.,Understand
Explain 5 state Process model.,Remember
Group these elements based on their shared characteristics.,Understand
Draw and label a titration curve for glutamic acid. Calculate the isoelectric point. ,Apply
"Evaluate the reliability of different failure prediction techniques (e.g., fatigue analysis, stress analysis, finite element analysis) in estimating the remaining useful life of mechanical components.",Analyze
Plan a machine learning pipeline for detecting and classifying anomalies in sensor data from industrial IoT devices to prevent equipment failures.,Create
Explain in brief what is folding.,Remember
List the factors affecting compaction and explain the effect of compaction on any four soil properties.,Understand
Is it possible to estimate software size before coding?,Analyze
Criticize the fairness of machine learning algorithms in hiring and recruitment.,Evaluate
What conclusions can you draw by combining findings from different archaeological digs?,Create
Retell the steps to implement frequency synthesis using,Remember
Briefly explain the characteristics of monopolistic market structure.,Understand
"Design a record, book or magazine cover for...",Create
What do you mean by concrete mix design?,Remember
Draw & explain the working of inclined tube manometer? Give the reason for its higher sensitivity.,Remember
Recall the following pictoral example of an implementation of some queue operations,Remember
What is OBST in data structure?,Remember
Can you identify the types of energy transformations in a car engine?,Remember
Debate the ethical implications of using surveillance drones for wireless communication infrastructure monitoring and maintenance.,Evaluate
Invent a novel mechanism for preventing distributed denial-of-service (DDoS) attacks on cloud-based services without compromising legitimate user access.,Create
Select the most suitable programming language for a project.,Evaluate
Solve any two of the following.,Apply
Justify the budget allocation for a scientific research project.,Evaluate
Consider the following Book Relation.,Remember
Explain the Segment Translation Process with a neat diagram of 80386.,Remember
Summarize the steps of the scientific method.,Evaluate
Explain in detail the working of wheatstone bridge with equations.,Analyze
Sort the following numbers using Quick sort.,Apply
Define organizational culture according to Schein (1990). ,Remember
Define and write down importance of polymers in various industries.,Remember
Discuss on tunnel excavated through faulted area.,Analyze
Draw and explain circuit of an IGBT.,Analyze
The impact of using JSTL in software development can significantly reduce its development time. Prove that there is some truth in the statement.,Evaluate
"Evaluate the impact of channel impairments (e.g., attenuation, distortion, noise) on the quality of transmitted signals in communication systems.",Analyze
How can you use knowledge from neuroscience and design to create user-centered products?,Create
Construct a binary search  tree for the for following data.,Apply
Explain FOUR (4) benefits of using Digital-Out-Of-Home in advertising. ,Understand
Give an example of using ethical theories to analyze a moral dilemma.,Apply
Describe with neat diagrams  - Boron Nano Tubes.,Remember
"Match the correct sorting algorithm to its worst-case time complexity (e.g., Quick Sort - O(n^2))?",Remember
Modify the design of a website to enhance user experience.,Apply
Prove,Analyze
Differentiate between the PIC microcontroller and the ARM processor.,Analyze
Explain various types of conformation in ethane molecule using P.,Analyze
Explain the types of cooling curves.,Remember
"Contrast the environmental impact of different construction materials (e.g., concrete, steel, timber) in terms of resource depletion and carbon emissions.",Analyze
Discuss any THREE (3) advantages why digital video is preferred for video editing and post production.,Understand
"A building design firm is evaluating the energy efficiency of HVAC systems for sustainable building design. Critically analyze the performance of heating, ventilation, and air conditioning (HVAC) systems, including energy consumption, indoor air quality, and thermal comfort. Recommend energy-efficient HVAC technologies and building automation systems to minimize energy costs and environmental impact in commercial and residential buildings.",Evaluate
"Discuss the principles of unsupervised learning techniques, explaining their use for discovering hidden patterns in data.",Understand
"A transportation company is developing an aerodynamic design for a high-speed train to reduce air resistance and increase energy efficiency. Analyze the aerodynamic principles (e.g., drag reduction, laminar flow control, boundary layer manipulation) and recommend design modifications for optimizing the train's aerodynamic performance.",Analyze
Can you order these lines of dialogue to reconstruct the conversation?,Understand
Explain how Binary space partition algorithm is used to remove hidden surfaces.,Understand
Explain the concept of cognitive dissonance.,Understand
How can you generate fresh concepts for an eco-conscious fashion collection?,Create
"In a two-column table, list FIVE (5) tools used in the technology-integrated instruction and the traditional instruction respectively.",Remember
Explain seismic waves in detail.,Remember
Recall a memorable historical speech and its context.,Remember
How can you use knowledge from computer science and biology to develop innovative tools?,Create
Identify which country has an absolute advantage in the production of sugar cane and blue agave.,Remember
Describe how soil surface roughness affects both water and wind erosion. Suggest ways to increase roughness to reduce erosion. ,Create
Provide the equations for the Eadie-Hofstee and Hanes-Woolf plot. Explain how these equations could be derived from the Michaelis-Menten equation. ,Apply
Evaluate () ( )3 2 C5 12zdz zzâ +âï²ï  where C is the contour 3z=.,Apply
List down and explain in brief the screen frame purpose and requirement.,Remember
List THREE (3) characteristics of monopolistic competition and explain how do firms in this market structure compete.,Understand
What would happen if the rainfall doubled in your state next year,Apply
"Explain the concept of software-defined networking (SDN), discussing its advantages in network management and automation.",Understand
"Verify at 5% level of significance and 4 degrees of freedom if the distribution can be assumed to be poisson given: # defects : 0 1 2 3 4 5 Frequency : 6 13 13 8 4 3 Take 20.135. eï­ï½  in the calculations round off the frequencies to the immediate higher integral value. Take 2 5,0.05 11.07ï£ï½",Apply
"How would you define ""artificial intelligence""?",Remember
Use a sketch too find the exact value of each expression,Apply
Explain why hazard identification in the case of pathogens is complicated. ,Understand
Define shear force at a section and bending moment at a section.,Remember
What is the difference between inverting and non-inverting amplifier.,Remember
Evaluate the feasibility of using artificial intelligence algorithms for automating routine tasks in IT service management and analyze potential benefits and drawbacks.,Apply
Explain with the help of neat sketch,Apply
Compare and contrast different methods for evaluating the fairness and interpretability of machine learning models.,Apply
What is a two port network?,Remember
Debate the ethical considerations of using autonomous robots for disaster response and recovery operations.,Evaluate
Draw layout of hydroelectric power plant and explain functions of different components.,Understand
Give the composition of duralumin.,Remember
List the characteristics peculiar to the Cubist movement.,Remember
Specify the selection criteria for low pressure measurement transducers.,Remember
Analyze the ethical implications of using artificial intelligence algorithms for automated decision-making in healthcare.,Apply
Support your opinion on the benefits of reading.,Evaluate
Compare the advantages and limitations of using analog and digital filters in signal processing applications such as audio and image filtering.,Analyze
Design a framework for implementing predictive maintenance in heavy machinery used in mining operations to minimize downtime and repair costs.,Create
Debate the ethical implications of using autonomous drones for surveillance and reconnaissance purposes.,Evaluate
How might old culinary techniques be combined to create an innovative gastronomic experience?,Create
Discuss briefly energy band in conductor and insulator.,Remember
Describe the significance of the urea cycle.,Analyze
"Explain the concept of pipelining in computer architecture, discussing its role in improving CPU performance through instruction-level parallelism.",Understand
"Discuss the feasibility of dam site, with dipping and horizontal strata.",Remember
Explain any two methods of speed control of DC shunt motor.,Remember
Audit committee is responsible to implement and support the monitoring function of the board of directors. Develop a list of best practices for audit committee meeting. ,Create
What are different data fragmentation techniques in distributed databases?,Remember
"Suppose you're assessing the seismic vulnerability of existing buildings in a seismic zone. Explain how you would conduct structural inspections, evaluate seismic retrofit options, and prioritize retrofitting measures based on structural deficiencies and occupancy risks.",Understand
"Critically appraise the five competitive forces encased within Porter's ""Five Forces"" model within the context of a profit-oriented organisation and discuss the threat posed to the firm by each of these forces.",Evaluate
Assess the feasibility of using unmanned aerial vehicles (UAVs) for inspecting and monitoring tall structures and bridges.,Evaluate
Differentiate between compound die and progressive die.,Analyze
What are the various losses which make the operation of actual cycle differ from that of air standard cycle Explain each loss in brief.,Understand
Explain adjustable voltage regulator using LM317.,Remember
Derive the relation of power in wind and explain impact of tower height on power generation in wind  energy system.,Understand
Explain the following file organization techniques.,Understand
Draw and explain frequency response of low pass filter.,Remember
Can you describe the appearance of your childhood home?,Remember
Sketch a diagram which indicates the Damp Proof Membrane (DPM) in the non reinforced concrete ground floor. ,Apply
Calculate the length of the projection of vector x on vector y. ,Apply
Distinguish between objectives and learning outcomes when planning a lesson. ,Analyze
Invent a new technique for reducing noise and vibration in mechanical systems through active vibration control and structural damping.,Create
State and explain the five more important goals of a project.,Remember
Use the Chapman-Kolmogorov Equations procedure to find the n-step transition matrix pUi for n = 2 and 5.,Apply
"Interpret the concept of federated identity management (e.g., OAuth, OpenID Connect), discussing its role in enabling single sign-on across multiple services.",Understand
Analyze the potential environmental impacts of using hydraulic fracturing (fracking) for extracting natural gas from shale formations.,Apply
Derive the expression for attenuation constant and Phase shift of proto type constant K high pass filter.,Analyze
"Inflation is one of the major concerns of all countries in the world. Discuss how the Bank Negara Malaysia (BNM) would fight against inflation problem and by using appropriate diagrams, show how the BNM actions affect the investment level and equilibrium output level. ",Apply
Write the JavaScript code to create Login page Form.,Apply
Can you recall the main events of World War II?,Remember
Write a short note on Claisen rearrangement.,Understand
Describe the characteristics of a general tree.,Remember
How would you use statistical methods to interpret the results of a medical study?,Apply
List and explain operating system design issues.,Understand
Explain defect management.,Remember
Explain the solum treatment used in the floor construction. ,Understand
Write short note on internal memory organization of 8051.,Understand
"Find out the safe sequence for the execution of the following processes using Bankerâs algorithm. Maximum Resources R1=15, R2=8.",Apply
How can you convince others to support your idea?,Evaluate
Find the maximum flow in the given network.,Remember
"Suppose you're conducting thermal stress analysis in a composite material structure. Describe how you would account for material properties, thermal gradients, and coefficient of thermal expansion to predict deformation and failure under thermal loading.",Understand
What are stream classes and their use?,Remember
Explain in brief stengel process for manufacture of Ammonium nitrate with a simplified flow chart.,Remember
State the methods and importance of Record keeping systems.,Remember
Name the process that plants use to convert sunlight into energy.,Remember
"Imagine you're designing a hydraulic system for heavy machinery. Explain how you would calculate pump flow rates, pressure losses, and actuator forces to ensure reliable performance and energy efficiency under varying operating conditions.",Understand
"Explain, using appropriate examples, FIVE (5)  possible sources of data pollution in implementing data warehouse in the bank.",Understand
"A financial analytics firm is assessing the risk management capabilities of credit scoring models for loan approval decisions. Critically analyze the credit risk factors and scoring methodologies used in credit scoring algorithms, including credit history, income stability, and debt-to-income ratio. Recommend model validation techniques and stress testing scenarios to assess credit portfolio risk and ensure regulatory compliance in lending operations.",Evaluate
Discuss effect of alloying elements on steel?,Remember
What is the difference between Inheritance and Containment?,Analyze
"In a pack of cards, 2cards are drawn simultaneously. What is the probability of getting a Queen and Jack combination.",Apply
Choose ONE (1) of the factors that you mentioned in question 2(a) and briefly explain why you consider this factor is important. ,Understand
How the air conditioning systems are classified and explain the summer air conditioning system with neat sketch.,Remember
Express your opinion of 'Drugs in Sport' through poetry.,Understand
Derive an expression for digital PID velocity algorithm and state the merit of velocity algorithm.,Apply
Define symmetrical balance and asymmetrical balance. Draw an example for each. ,Understand
Explain photolysis of water molecules using coordination catalysis.,Analyze
"Find the directional derivative of 2xyzeÏââ=  at (1, 1, 1) along the line 111 122x yz âââ== .",Apply
Contrast the benefits and drawbacks of using a monolithic kernel versus a microkernel in operating system design.,Analyze
Explain the benefits of Secure Sockets Layer (SSL) in the context of web security.,Understand
"With the aid of diagrams, describe how the soil structure influences the rate of water leaching.",Understand
Explain  the effect of a cut in taxes of $100 billion on the economy if the marginal propensity to consume were 0.9. Explain why this policy is much different from simply having the government initiate a $100 billion spending program. Support your answer with specific calculations. ,Analyze
Discuss TWO (2) key differences between stock warrants and stock options. ,Understand
Draw a labelled sketch of twist drill and explain its terminology.,Remember
"Interpret the concept of slope stability analysis, discussing factors such as soil properties, groundwater conditions, and external forces.",Understand
Summarize the findings of the market research.,Evaluate
Recall the theory of continental drift proposed by Alfred Wegener.,Remember
Define the meaning of the Olympic Motto.,Remember
Explain effective diameter measurement by three wire method.,Remember
Estimate the risk of serious illness for consumers in different susceptible population groups,Evaluate
"The input to 3 phase, 6 pole, 50 Hz, induction motor is 47 kWatt at certain load. The stator losses are 1.5 kWatt and mechanical losses are1k Watt. Determine the HPoutput power of motor when it runs at 970rpm. (Take 1 HP = 746 watt)",Apply
Write a program using put ( ) to write characters to a file until user enteres a dollar sign.,Apply
"Compare the different types of evaluation metrics used in classification tasks, discussing their strengths and limitations.",Understand
Can you quote a line from a historical speech that you find meaningful?,Remember
Implement the following function using multiplexer,Apply
"Propose with justification, the types of maintenance relevant to a library building. ",Evaluate
"Draw a graph showing the demand curve faced by a perfectly competitive firm. On the same graph, draw the demand curve faced by a monopolistically competitive firm. Explain your reasoning for each curve. ",Understand
Analyze the potential environmental impacts of large-scale land reclamation projects in coastal areas.,Apply
Explain Demand and supply curve.,Understand
What is basic principle of working ultrasonic flow meter?,Remember
Can you break down the components of a biological cell?,Analyze
Tabulate the performance metrics for employees in a department.,Remember
What would you predict/infer from...?,Create
Examine the purpose of a captive portal in guest Wi-Fi networks?,Remember
What conclusions can you draw by combining viewpoints from different ethical frameworks?,Create
Explain the selection sort with algorithm sort the following no.,Analyze
Explain importance of preliminary geological exploration in civil engineering.,Understand
Examine the data in the EMPLOYEES and DEPARTMENTS tables,Analyze
Examine the connection and connectionless protocols using appropriate examples.,Analyze
Explain the principles of democratic governance.,Remember
Create a new sustainable construction material that utilizes recycled waste materials and alternative binders to reduce environmental impact and enhance structural performance.,Create
Apply Gauss Elimination Method to solve the following set of equations.,Apply
"You are tasked with designing a user-friendly mobile application for remote healthcare monitoring. Create wireframes and prototypes for the mobile app, incorporating features such as real-time health data monitoring, medication reminders, virtual consultations with healthcare providers, and emergency alert systems for timely intervention.",Create
Explain design evaluation cycle.,Remember
"Interpret the concept of dynamic programming in algorithm design, providing examples of problems where dynamic programming can be applied.",Understand
Look at the symbol. What is the symbols purpose on a map?,Remember
What is a law of gearing?,Remember
"Compare the features and performance of different software version control systems (e.g., Git, SVN, Mercurial) in managing code repositories and facilitating collaboration.",Analyze
A cylindrical riser must be designed for a sand casting mould.,Apply
Draw the logic diagram of full-adder and its truth table.,Remember
What is navigation and manipulation interfaces in virtual reality system?,Remember
Identify the compounds A and B in the following reactions.,Analyze
State the primary and secondary objectives of material management.,Understand
Analyze the ethical dilemmas associated with the development and deployment of autonomous drones for surveillance and reconnaissance missions.,Apply
Explain the operation of a precision full wave rectifier with necessary waveforms.,Remember
Classify the different modes of failure of finite and infinite slopes.,Remember
Explain the concept of civil liberties.,Understand
"You are tasked with designing an innovative renewable energy system for off-grid power generation in remote communities. Create a renewable energy system that combines solar photovoltaic (PV), wind turbines, and energy storage technologies to provide reliable and sustainable electricity supply to remote villages, incorporating hybrid energy management strategies and demand-side management techniques to optimize energy utilization and minimize environmental impact.",Create
"Compare the features and scalability of different cloud storage services (e.g., Amazon S3, Google Cloud Storage, Microsoft Azure Blob Storage) for hosting large-scale data repositories.",Analyze
Tabulate the differences between a hardware and a software firewall?,Remember
"You are designing an innovative bridge structure for crossing a major waterway in an urban area. Create a bridge design that incorporates sustainable materials, modular construction techniques, and aesthetic considerations to minimize environmental impact, reduce construction time, and enhance visual appeal, incorporating structural analysis, finite element modeling, and wind tunnel testing for optimal bridge performance and durability.",Create
Write in detail a about structural lipids in Membranes.,Remember
Criticize the interpretability of black-box machine learning models in healthcare.,Evaluate
Name three types of renewable energy sources.,Remember
Evaluate the potential risks and benefits of using autonomous construction vehicles for earthmoving and excavation tasks.,Apply
Discuss the actions of central bank towards monetary policy that will significantly influence Federal Funds Rate in short run. ,Understand
How do you create an effective social media content calendar?,Create
Differentiate between closed cycle gas turbine and open cycle gas turbine.,Analyze
Judge the effectiveness of data anonymization techniques in preserving privacy while maintaining data utility.,Evaluate
Choose the most suitable candidate for a leadership position.,Evaluate
Determine whether the graphas G and H displayed in Figure are isomorphic or not?,Analyze
With a neat block diagram explain AC current measurement using 8051 microcontroller.,Understand
Explain in detail with Diagram.,Analyze
In one sentence explain the main idea of a written passage.,Understand
Can you order these steps to create a logical sequence of actions?,Understand
How could you re-write this story with a city setting?,Create
Estimate the communalities and specific variances for the first four variables.,Apply
Design and implement 3 bit synchronous up counter using JK flip flop.,Apply
Give the mechanism of nitration of benzene.,Apply
Explain various process management system calls in Linux with example.,Remember
What is meant by back emf in DC motor? State the equation of back emf. Also explain how back emf acts as a regulating mechanism whenload on DC motor changes.,Remember
Explain uses of SBR.,Remember
Compare two of the characters in this book.,Analyze
"KOMUGI offers a deliciously authentic variety of handmade Japanese breads, cakes and confectioneries. In 23th December 2017, KOMUGI will launch its first outlets in Perak which will be located in Jusco Kinta City, Ipoh. Your client KOMUGI would like to run a coupon promotion for perakian. Design a creative coupon with catchy messages, slogans and offers to attract the perakian. ",Create
What is a biodegradable polymer?,Remember
Derive the conditions for most economical trapezoidal channel section.,Analyze
Describe the major clinical differences between visceral and somatic pain,Understand
Compare different methods of team performance evaluation.,Evaluate
Distinguish between chemically defined media and natural media.,Analyze
What associations are there with the idea of justice?,Understand
Draw process flow diagram of a continuous process for the production of fatty acids and soap________.,Remember
Explain THREE (3) categories of treatment to enhance the durability of timber. ,Understand
Propose  and justify ONE  (1)  international market-entry strategy that you may consider to market your products internationally.,Evaluate
Analyze the potential environmental impacts of using internal combustion engines versus electric motors in automotive propulsion systems.,Apply
Propose a framework for implementing predictive maintenance in railway infrastructure to improve safety and reliability of train operations.,Create
Draw the circuit diagram & explain the speed control of DC shunt motor by armature voltage control also draw the nature of graph (Armaturevoltage Vs. speed).,Remember
What is Lissajous pattern?,Remember
List three characteristics that are unique to the Cubist movement.,Remember
Design and sketch the optimized stick-diagram layout. ,Create
"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",Analyze
Give the effective length of column for various end conditions.,Remember
"Consider you're building a recommendation system for movie recommendations. Describe how you would model user preferences, incorporate item features, and evaluate recommendation quality using metrics such as precision and recall.",Understand
Formulate a new method for predictive maintenance of industrial machinery using machine learning algorithms to analyze sensor data and predict failure modes.,Create
"Analyse the usage of a reading passages to enhance reading and thinking skills for 
Form 4 students with a high proficiency level. ",Analyze
What is Sub Zero Treatment and why is it necessary?,Remember
How do you create an aesthetically pleasing layout for an interior design website?,Create
Recommend ways to enhance communication skills.,Evaluate
What are types of inheritance?,Remember
Sketch & explain the Torque- Armature current characteristics of,Remember
How can you break down a complex engineering design into its functional and structural elements?,Analyze
Describe the use of architecture drawings in construction. ,Understand
Give an example of using economic theories to analyze the relationship between unemployment and inflation.,Apply
Classify frogs toads and other amphibians.,Understand
What modifications would you make to a language learning app to support multiple languages?,Create
Explain necessity of transposition of line conductors in three phase lines.,Understand
Show that (Any one):,Analyze
Distinguish between Brushless D.,Analyze
What are the types of chips formed during metal cutting?,Remember
Define FOUR (4) common authoring metaphors and its advantages and disadvantages.,Remember
How do we differentiate between genuine buyer and undercover buyer,Analyze
Explain cache updating policies in detail.,Understand
"Compare the various types of combustion chambers in internal combustion engines, discussing their combustion characteristics.",Understand
Explain regenerative braking in case of DC motor.,Remember
Plan a federated learning framework for collaborative training of machine learning models across multiple healthcare institutions while preserving patient privacy.,Create
"As a cybersecurity specialist, you are conducting a vulnerability assessment for an e-commerce website. Describe how you would apply vulnerability scanning tools and penetration testing techniques to identify and remediate security weaknesses.",Apply
What is a threaded binary tree?,Remember
Can you identify the stages of the water cycle?,Remember
How much time did he took to build a house,Remember
Define Method in JAVA.,Remember
Reproduce the steps to configure a GRE (Generic Routing Encapsulation) tunnel on a router?,Remember
What is landslides? What are the causes of it?,Remember
Give the specifications and applications of SCR.,Remember
Write a program to generate square wave of 50Hz frequency with 50% duty cycle on pin 2.3. Assume XTAL=11.0592 MHz & use timer 0 inmode l.,Apply
Use probability theory to determine the chances of drawing specific cards.,Apply
How can you relate knowledge from sociology and anthropology to understand societal norms?,Create
Draw circuit diagram of frequency multiplier using PLL and explain in detial.,Understand
Explain with neat diagram working CMOS invertor.,Remember
Compare fall and spring,Analyze
"If your story happened in a foreign land, compare that land to the United States.",Analyze
Summarize the cultural significance of a festival.,Understand
A concentrated load of 25 kN acts on the surface of homogeneous soil mass of large extend.,Apply
Explain the working of Half wave Precision Rectifier with appropriate equations.,Understand
Show me how to perform CPR on a mannequin.,Remember
Assess the feasibility of implementing network slicing for enabling service differentiation and resource isolation in 5G networks.,Evaluate
A badminton hall to be provided with a lighting installation.,Apply
Define instructional materials based on your understanding. ,Remember
âDomestication of animals does not influence human behavior and lifestyle.â State whether you agree or disagree with the statement. Justify your answer. ,Evaluate
Discuss the various scenarios of deleting a node from binary search tree.,Remember
Outline the stages of the product development process.,Analyze
Give the properties and application of Manganin.,Understand
"Calculate Sharpe's measure for the AOV Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended. ",Apply
Design and discuss the project decomposition and work task communication process.,Remember
A 250 mm wide strip of 27 mm thickness is reduced to 24 mm in a single pass through a rolling process.,Apply
What are the factors that must be considered for deciding the instruction length.,Understand
Write difference between throw and throws.,Remember
Explain the profit and loss for Alice and GCB bank. ,Understand
"Create a system for automatically generating personalized news summaries based on user interests, preferences, and reading habits using natural language processing.",Create
Write a python program to create a queue class using list methods.,Apply
The structural view of language has several components. List FIVE (5) components. ,Remember
Differentiate between a nylon mesh with stainless steel mesh.,Analyze
Write down specific ISO standards used in packaging industry.,Remember
Draw and explain the ARM family core architecture?,Analyze
Support your stance on the benefits of renewable energy.,Evaluate
Draw and explain PCM Receiver.,Remember
List FIVE (5) basic types of research.,Remember
Define Usability.,Remember
Restate the central argument of the presentation.,Understand
"Differentiate bonds that are traded at par, premium and discount.",Analyze
Explain the Configuration of a series Hybrid EV .,Remember
Draw and explain working of IGBT.,Analyze
Justify whether the enzyme after step 'Size-exclusion chromatography' is pure. Suggest a method to estimate the purity of the enzyme preparation. ,Evaluate
Describe the classification of dyes on the basis of chemical structure.,Understand
Draw and explain frequency response characteristics of ideal and practical low pass filter.,Understand
How do you design a sustainable urban garden that promotes community engagement?,Create
The oil palm (Elaeis guineensis) is an erect monoecious plant. Describe how its inflorescences develop into fruit and relate this to the pest control practice that could affect the productivity of the oil palm. ,Understand
Explain in brief about the modification in squirrel cage motor with deep bar rotor construction and state the advantages of this modifiedconstruction.,Remember
Explain why the story has the title that it does.,Understand
The first four moments about the working mean 30.,Remember
Pretend you are a librarian recommending this book to someone. Write a paragraph telling what  you would say.,Create
Solve a complex optimization problem using genetic algorithms and evaluate the quality of the solutions obtained.,Apply
Compare the various types of fasteners in terms of their installation methods and load-carrying capacity.,Understand
State 3 advantages and 3 disadvantages of LVDT.,Understand
What is curve interpolation ?,Remember
How would you use statistical methods to analyze the results of a clinical trial?,Apply
Define binary tree. Explain following terms with suitable examples:,Remember
Discuss THREE (3) types of anomalies associated with database tables that have not been normalized. ,Understand
What role do definite criteria play in making judgments?,Evaluate
How does an endorsement differ from a teaching certificate,Analyze
"A social media platform is implementing content moderation algorithms to identify and remove harmful or offensive content. Analyze the ethical considerations and societal implications of using automated content moderation systems, including issues related to bias, censorship, and freedom of expression.",Analyze
Explain micro operations of CPU.,Remember
"""Assume that there is one dominant firm in the industry that sets the price and then all the other firms in the industry behave like perfectly competitive priceÂ­ taking firms"". By using appropriate diagrams, explain the underlying assumptions of the model stated in the statement.",Understand
Give the sulphonating agents and mechanism involve in sulfonation of benzene.,Remember
Write short note Principal Component Analysis.,Remember
Assess the scalability of a content delivery network (CDN) for delivering multimedia content to a global audience.,Evaluate
Apply the principles of nutrition to design a balanced diet plan.,Apply
What are the different types of appraisals required to undertake any Project?,Remember
Can you identify the dependencies between different modules in a complex software architecture?,Analyze
Explain resource allocation methods and their significance in manpower planning.,Understand
"Compare the various types of modulation index in amplitude modulation (AM), frequency modulation (FM), and phase modulation (PM).",Understand
Prove the following identities (any one),Analyze
Recall the syntax for setting up port forwarding on a router?,Remember
Write short note on varnishing.,Understand
"A five-year, RM1,000 par value bond with a 6 percent semi-annual coupon is trading at current yield of 4 percent. Compute the duration of the bond. ",Apply
The cutter of a broaching machine is pulled by square threaded screw of 55 mm external diameter and 10 mm pitch.,Apply
Oxidation is one of the most important thermal processes. Briefly explain the TWO (2) types of oxidation process. ,Understand
State the various types of non-destructive tests carried on hardened concrete. Explain ultrasonic pulse velocity test with its limitations.,Remember
Write limitations of arrays over linked list?,Remember
Evaluate the impact of social media on mental health.,Evaluate
Briefly discuss THREE factors with ONE example each that should be considered when determining fertilizer placement method. ,Understand
Describe the sound of waves crashing on a shore.,Understand
Critically analyze the challenges and opportunities of implementing Industry 4.0 technologies in manufacturing processes.,Apply
Write one important feature and an application each of the following motors.,Remember
Explain choices made in making recommendations to an end user.,Evaluate
Quote a statement from a renowned scientist on the topic of evolution.,Remember
Recall the equation for the Ideal Gas Law.,Remember
Explain the Bezier curve.,Analyze
Hersey and Blanchard (1977) style of leadership specifies that a leader's behavior corresponds to employees' level of maturity. Explain the FOUR (4) styles of Situational Leadership and support your answer with an example for each of the styles on whom they should be applied in an organization. ,Understand
What are the different laws of Radiation?,Remember
What is mean by creeping in an energy meter and how is it prevented?,Remember
Grasp the meaning behind the allegory in this story.,Understand
Test the hypothesis through an experiment.,Evaluate
Differentiate between hard and soft magnetic material.,Analyze
Define Industrial Engineering.,Remember
What is monochromatic emissive power?,Remember
With the help of pin diagram explain the functions of Operational Amplifier.,Analyze
"Based on your observation of the local newspaper industry, discuss and state your stance on whether gender affects professional news selection.",Evaluate
Choose ONE (1) activity and describe briefly how you plan to carry it out in your reading lesson. ,Remember
Two straights PI and QI meet at chainage of 3450 m.,Apply
Differentiate between followings.,Remember
How many instructions in the instruction set of RISC computer?,Remember
What is NTU effectiveness method?,Remember
Check whether given schedule is view serializable.,Apply
Your company is planning to migrate its on-premises email system to a cloud-based email service. Analyze the factors that need to be considered when choosing between Microsoft Office 365 and Google Workspace (formerly G Suite) for email hosting and collaboration.,Analyze
Differentiate between these two species of birds.,Understand
Give any 2 applications of springs and any 2 material required for manufacturing of springs.,Remember
Rewrite the following program so that it is formatted properly.,Apply
Summarize the events leading up to the conflict.,Understand
"What is the definition of ""ethics"" in a philosophical context?",Remember
"Interpret the concept of concrete mix design and its components, discussing factors such as strength, workability, and durability.",Understand
Label the major continents on a world map.,Remember
How do you create an attention-grabbing visual design for a fashion magazine?,Create
