text,label
Comment on the most appropriate methods in which to deliver such a presentation and also address the merits of the methods you suggest in your solution.,Evaluation
Explain why Servlet technology is better than the Common Gateway Interface CGI.,Comprehension
Apply SWOT analysis in education environment and discuss its impact in the revenue analysis.,Application
Suggest FIVE (5) actions that Public Mutual Berhad (PMB) can consider in championing the institutional shareholder activism. ,Synthesis
Evaluate your sketch with ADDIE's model procedure.,Evaluation
Suggest and elaborate any TWO (2) efforts or methods that your company may use in order to gain competitive advantage over your competitors.,Synthesis
Demonstrate how the seasons occur.,Application
Are there students who should not use the Cornell method?,Evaluation
Show how E-CRM can be used to improve marketing positioning as explained in the article,Application
Briefly explain the desire properties of aggregate in producing concrete mixture. ,Comprehension
Explain the meaning of creative brief.,Comprehension
Differentiate between crossbreeding and linebreeding. ,Analysis
Calculate the number of bytes required to store a minute of stereo sound at DVD quality with the resolution of 32 bits. Show your working and calculation.,Application
Define standard operating procedures as highlighted.,Knowledge
Propose  and justify ONE  (1)  international market-entry strategy that you may consider to market your products internationally.,Evaluation
Decide which course of action was most effective ,Evaluation
"Using an appropriate example, prove that listeners are able to manage resources effectively  in  web  applications.",Evaluation
Describe price feedback effect by using relevant example.,Comprehension
Describe the challenges in global advertising. ,Knowledge
"How effectively did students analyze course content on race, class, and privilege through autobiographical reflection",Analysis
Provide the suitable commands to help her to compile and run her Java program.,Knowledge
Briefly explain any TWO (2) security objectives of audit trails. ,Comprehension
Describe the SEVEN (7) advantages of radio advertising. ,Knowledge
Scaling methods can improve the performance of the web site. Propose to Jane which scaling method suit her current business needs. Justify your answer.,Evaluation
What is the most important...?,Evaluation
Make up a puzzle game using the ideas from the study area.,Application
Describe Prisoner Dilemma in the context of game theory.,Knowledge
Briefly explain how clay particles and soil organisms influence soil structure. ,Comprehension
List and briefly describe the FOUR soil forming processes. ,Comprehension
Explain FOUR (4) types of unemployment.,Comprehension
State in your own words what the author means when he says,Comprehension
Briefly explain the SIX (6) key activities involved in the conversion cycle of a manufacturing company. ,Comprehension
Massive Open Online Course (MOOC) is a developing trend in media and technology. Predict the future of higher education with MOOC. ,Comprehension
Discuss FIVE (5) advantages of IBS compared to conventional in situ concrete. ,Comprehension
Explain briefly the media usage in advertising effectiveness. ,Comprehension
Discuss the significance of hydrophobicity plot in transmembrane protein research. ,Comprehension
Demonstrate how your unit’s specific student learning outcomes are linked to the mission of UAM.,Application
Describe material gathering process. ,Knowledge
Make a diagnosis or analyze a case study.,Analysis
Differentiate between a wholesaler and a retailer.,Analysis
Define economic threshold and its use. ,Comprehension
A bond fund manager decided to allocate certain percentage of the portfolio in foreign bond market to improve the reward-to-risk ratio. Briefly explain THREE (3) specific risks related to investing in international bond market. ,Comprehension
Multimedia is shifting from being localized (contained on a CD-ROM) to being distributed (available on the World Wide Web). Give FIVE (5) implications on this.,Knowledge
"After solving a problem, determine the degree to which the problem was solved as efficiently as possible ",Evaluation
Use tableau methods to prove that the following tableau is valid.,Application
Who can use what we know about sonnets and finish this poem?,Application
Explain how GST approach can be deployed in the context of Accounting Information System.,Application
State the formula for the area of a circle,Knowledge
Determine the gate oxide capacitance.,Application
List the attributes of the following shape.,Knowledge
Name the following conserved amino acids for their corresponding single letter codes: SQYKRECP. ,Knowledge
"Analyze a work of art in terms of form, color and texture.",Analysis
Can you propose an alternative plan to . . . ?,Synthesis
Create and perform a play about frogs.,Synthesis
Combine any two sports to develop a new Olympic sport.,Synthesis
Can you apply the method used to some experience of your own . . .?,Application
Discuss the extent to which Value Chain Analysis can be applied in the logistics sector.,Application
How many kilometers from your home to the university,Knowledge
Explain how the affinity of hemoglobin for oxygen is regulated. ,Comprehension
Describe  briefly  how  an  image  can  be  represented  by  chain  coding  and moments.,Comprehension
"By using appropriate diagrams, explain how a decreasing cost industry affects the long-run supply curve in a perfectly competitive market.",Comprehension
"Critically explain how our statuses, educational qualification and occupation affect our social stratification, social mobility and life chances.",Analysis
Suggest any THREE (3) specific ways with elaborations on how this new business may utilize the Internet technology to achieve cost efficiency.,Synthesis
Examine how conventional newspaper can continue to maintain its circulation with the easy access to alternative information on the web.,Analysis
Explain the communicative property.,Comprehension
Define “biogeochemical cycling” and discuss its importance to the ecosystem and survival of living organisms. ,Comprehension
Suggest the most suitable growth model that could be applied to describe the growth of above-mentioned Lactobacillus acidophilus strain. Briefly explain the suggested growth model.,Synthesis
 What happens if you restrict a determinental process to a subset R  S? ,Application
Explain the main purpose of LOCOS. ,Comprehension
Define and contrast digital certificate and digital signature. ,Comprehension
Justify your choice of data structure.,Synthesis
"Based on your observation of the local newspaper industry, discuss and state your stance on whether gender affects professional news selection.",Evaluation
Draw a production possibility curve to show the combination of flats and houses which could be achieved on the site. ,Application
Discuss and show the impact of CRM strategies in the telecommunication sector.,Application
Describe the amino acid composition that could destabilize an enzyme's helical stability. ,Comprehension
Explain why higher rates of nitrogen might be required for no tillage compared to conventional tillage. ,Comprehension
Differentiate between data and information using a real life example.,Analysis
Evaluate the need for ethics in research.,Evaluation
Choose a paint schedule for the maintenance of an outdoor structure? (level 2) ,Evaluation
Identify the key enzymes and explain their roles in fatty acid biosynthesis that contribute to the unique fatty acid composition of palm mesocarp oil.,Comprehension
Explain with an energy band diagram how an electron-hole pair (EHP) is formed in a semiconductor. ,Comprehension
Discuss the impact of advertising on children. ,Comprehension
List FIVE (5) activities that you would use in the set-induction stage of a reading lesson Keeping our rivers clean. ,Knowledge
Jolly and Bolitho (1998) proposed a 7-stage framework to show the process of material design. Apply the framework through use of media to teach 14 year old students action verbs. State the type of media that is going to be used for the lesson. ,Application
Determine the values of government multiplier and tax multiplier in open economy for Japan. Explain which multiplier has greater impact on the economy. ,Application
Support your answers with ONE (1) example in everyday life for each strategy. ,Evaluation
Define problem solving processes.,Knowledge
Name three 19th-century women English authors.,Knowledge
Rewrite a part in the poem using a different speaker,Comprehension
Describe “mechanism-based inhibitors”. ,Comprehension
State the characteristics of each type of corrosion testing studied,Knowledge
Identify which country has an absolute advantage in the production of sugar cane and blue agave.,Knowledge
"Demonstrate and illustrate measures of central tendency and dispersion, write a journal entry. ",Application
Contrast the Valles Marineris on Mars with the Grand Canyon,Analysis
can you devise an explicit formula for,Synthesis
Describe the major clinical differences between visceral and somatic pain,Comprehension
Explain in your own words what a recessive gene is.,Comprehension
Compare the seasoning method between softwood and hardwood. ,Comprehension
Revises and process to improve the outcome.,Synthesis
Discuss how Resource Based View can be implemented in organizations to reinforce financial standing.,Application
 would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,Comprehension
Explain the term “level scheduling'. ,Comprehension
Name the THREE types of land application of wastewater. ,Knowledge
Would this information be useful if you had a . . .?,Application
How would this story be different if it had happened in a different country?,Analysis
“The US dollar hit its highest levels in years shortly after Donald Trump won the presidential election in November 2016.” The statement above refers to the strong dollar scenario. Explain the pros and cons under this scenario. ,Analysis
Design a vendor-rating form that represents your comparison of the education offered by universities in which you considered/are considering/have considered enrolling. ,Synthesis
Design and sketch the optimized stick-diagram layout. ,Synthesis
"Evaluate the performance of Malaysian newspapers and comment on what you think they should do to win back readers, particularly those who show preference for online news.",Evaluation
"Classify the following substances as particle, atom, element, molecule, compound",Comprehension
Compare and contrast Address Verification  System (AVS) and Card verification number (CVN).,Analysis
"""Instead of focusing only on investing in local market, some investors also invest in foreign market"". Justify above statement by providing FOUR (4) benefits of investing in foreign market. ",Evaluation
Discuss THREE (3) factors influencing the conflict management process. Support each of your answers with ONE (1) relevant example. ,Evaluation
Assess the importance of understanding seasonal patters.,Evaluation
Create a poster that promote jeans to local senior citizen which appeal directly to a multiracial citizen in Malaysia.,Synthesis
List the levels in Bloom's Taxonomy.,Knowledge
Explain Greimas square tool and discuss how it can be applied the aviation industry.,Application
Briefly describe the stages involved in sequence assembly for the whole genome shotgun methodology. ,Comprehension
Explain the anti-advertising consumer organizations culture. ,Comprehension
"Paraphrase this poem about Sheik Schubli, explaining what he was saying about the characteristics of a friend",Comprehension
Assess the reason for hazard communication and the mode of communication practice for chemical safety at worksite.,Evaluation
Predict the differences of a planet with no seasonal changes.,Synthesis
"For any points which fall under the curve, explain the combination of production for steel and bricks. ",Comprehension
when was the UN formed ,Knowledge
 Can you distinguish for me between what is reasonably  achievable and what are  exaggerations,Analysis
Explain THREE (3) difficulties in calculating national income accounting. ,Comprehension
Define the Demographic characteristics.,Knowledge
Demonstrate how this could work in an industry setting?,Application
Categorize the story into parts and think of a good title for each of the parts.,Analysis
Differentiate between trait and phenotype. ,Analysis
 Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,Application
Define morphology,Knowledge
"Just-in-time (JIT) attempts to remove delays, which do not add value. Explain how JIT copes with weather and its impact on crop harvest and transportation times. ",Comprehension
Describe focused task and how it can be used to teach grammar for low  proficiency students. ,Knowledge
Name a donor atom and acceptor atom for Si. ,Knowledge
“Transgenic technology is the best method used for crop improvement and that it should be the only method adopted in future”. Comment on the above statement and justify your explanation.,Evaluation
List FIVE (5) elements in downward communication.,Knowledge
Discuss any FOUR (4) elements which are embedded in Total Quality Management Programme. ,Comprehension
Discuss major tasks in data preprocessing.,Comprehension
Name five cities in US.,Knowledge
Briefly list the different types of building maintenance. ,Knowledge
"From your opinion, explain which one of the methods mentioned earlier is better for the given token stream.",Analysis
Suggest FOUR (4) ways logistics service provider such as FedEx practices environmental friendly principles in its operation. ,Synthesis
"In your own words, describe Supply Chain Management (SCM).",Comprehension
Suggest FOUR (4) strategies that improve adolescents' sleep from the physiological psychology perspectives. ,Synthesis
Proline and glycine are prevalent in beta-turns of protein structures. Comment on the statement. ,Evaluation
"List FIVE (5) suggestions on how Malaysian public listed company director in Malaysia can perform  'Duty to use Reasonable Care, Skill & Diligence'. ",Knowledge
Illustrate the THREE (3) advantages of silicon over germanium. ,Comprehension
Give ONE example of aspartic protease. Describe the mechanism of aspartic protease in relation to how pH affects its activity. ,Comprehension
Define factors of production.,Knowledge
List any THREE (3) practical approaches for payment collection  in revenue cycle.,Knowledge
State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium. ,Knowledge
analyze the positive and negative points presented concerning the abolition of guns and write a brief (2-3page) narrative of your analysis.,Analysis
Write short notes on the structure of RNA. ,Comprehension
Examine the connection and connectionless protocols using appropriate examples.,Analysis
"Explain why bogs are considered to be a ""carbon sink"". ",Comprehension
Alavi and Leidner (2001) examine how information technology (IT) can be a key enabler in supporting four organizational knowledge management (KM) processes. Critically assess the role of IT in supporting the four KM processes.,Evaluation
Analyze FIVE (5) disadvantages of multimedia in education. ,Analysis
List FIVE (5) phases of organizational conflict described by Pondy (1967). ,Knowledge
Define attitudes. ,Knowledge
"Draw a body-centered cubic (BCC) unit cell. Calculate the volume density and area density on the (0, 0. 1) plane of a BCC cell if the lattice constant is 2.3 Å. Give a brief explanation of your calculations. ",Application
Suggest and justify ONE (1) strategy that your company may consider for marketing its products internationally. ,Evaluation
Examine cross-docking warehouse layout. ,Analysis
Describe what goes in each of the four areas on the first page of notes,Comprehension
Define the meaning of the Olympic Motto.,Knowledge
Compute the value of the government multiplier and tax multiplier in an open economy. ,Application
Identify and discuss THREE (3) issues on employee productivity problems that companies face.,Comprehension
"Company directors remain the most important group of people who monitor 
and control the company on behalf of the shareholders. Explain the SIX (6) roles of company directors.",Comprehension
Recommend THREE (3) factors to be  taken  into  consideration  on  the preparation of digital video delivery via low bandwidth networks and low-end computer systems.,Synthesis
Discuss SIX (6) considerations before choosing the foundation type. ,Comprehension
Describe ANY FIVE (5) possible scenarios of the project failure.,Knowledge
Discuss the significance of genome studies in molecular medicine.,Comprehension
"Suppose milk and yogurt are within Sophie's budget and she views yogurt as an inferior good. Using indifference curve and budget line, explain the substitution, income and total effects when the price of yogurt falls. ",Application
Participate in a mock election,Application
Describe the concept or purpose of Qlassic and CIS (Construction Industry Standards) documents. ,Comprehension
Compose a complete C program that reads text strings from a text file into a suitable data,Synthesis
"Construct a DNA based cladogram using neighbour-joining approach, and suggest the relationship of S, M, and D species. ",Synthesis
"As an editor-in-chief, suggest how you can motivate your experienced journalists to remain with your paper.",Synthesis
Briefly discuss any THREE (3) specific internet technologies or tools that are commonly found in providing support for business activities.,Comprehension
Calculate the balance of trade when the economy is at equilibrium and interpret your answer. ,Application
Propose  an  e-commerce  classification  model  that  suits the  needs  of  John's business. Justify your answer.,Evaluation
Explain the basic concepts in construction economics as introduced by Myers (2017).,Comprehension
Apply SWOT analysis in education environment and discuss its impact in the revenue analysis.,Application
Describe the industrial application of enzymes in beer production. ,Comprehension
Analyze safe and dangerous aspects of these features.,Analysis
Describe in your own words how to copy text from one program into another.,Comprehension
Determine if a character’s actions were heroic ,Evaluation
Name all the characters in the story.,Knowledge
Explain the Securities Act of 1933 and the Securities Exchange Act of 1934. ,Comprehension
Can you invent another character for the story?,Synthesis
"Inflation is one of the major concerns of all countries in the world. Discuss how the Bank Negara Malaysia (BNM) would fight against inflation problem and by using appropriate diagrams, show how the BNM actions affect the investment level and equilibrium output level. ",Application
Examine how e-commerce facilitates Value Chain and Supply Chain.,Analysis
"Market anomalies are research findings that do not support market efficiency hypothesis; that is, they are evidence that inefficiencies do exist. Discuss FIVE (5) common market anomalies. ",Comprehension
Define 2 dimensional and 3 dimensional designs. ,Knowledge
List out FOUR (4) benefits of using RFID.,Knowledge
Describe the purposes of utilizing Building Information Modelling in the construction industry. ,Comprehension
Defend your use of a specific strategy in solving the problem.,Evaluation
"Draw the energy band diagram of a pn junction. Label the depletion region and the electric field in the depletion region. For an unbiased junction, discuss the movement of majority and minority carriers and the resultant current that may arise at equillibrium. ",Comprehension
"In your own words, tell what is meant by the definition of an isosceles triangle.",Comprehension
Use a switch statement to rewrite the following if statement.,Application
List FIVE (5) plant consideration in a construction site. ,Knowledge
Suggest any THREE (3) specific ways with elaborations on how this new business may utilize the Internet technology to achieve cost efficiency.,Synthesis
Select the athlete of the century and analyze why you chose this person.,Analysis
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Suggest and explain a method to elute protein X from the column. ",Synthesis
"Explain, using appropriate examples, FIVE (5)  possible sources of data pollution in implementing data warehouse in the bank.",Comprehension
Write a JAVA program to show the Overloading concept,Synthesis
Explain the role of mesofauna in the decay of fresh organic matter.,Comprehension
Draw the block diagram of the central processing unit ,Knowledge
Discuss TWO hypotheses for invasive plants to become successful outside of their native ranges. ,Comprehension
State and discuss the approach as prescribed in Malaysian Code on Corporate Governance (MCCG) 2017. ,Comprehension
Differentiate between Market Economy and Planned Economy.,Analysis
Explain the reasons of using a mixed-media approach by advertisers. ,Comprehension
E-mail marketing has evolved rapidly alongside the technological growth of the 21st century. Discuss FIVE (5) reasons why e-mail marketing is still a growth area in digital marketing. ,Comprehension
Illustrate by using appropriate diagram(s) the effects of the most commonly and the least used monetary policy tool on the market interest rate if the central bank implements the expansionary monetary policy.,Comprehension
Cyrus claimed that placentomes could be observed using a transabdominal probe to scan both pregnant sow and doe on day-20 of gestation. Justify whether his claim is true or false. ,Evaluation
"The substrates of allosteric enzymes exhibit positive cooperativity. Explain positive cooperativity in terms of subunits, conformation, and activity of the active site. ",Comprehension
Provide   (with  explanations)   THREE  (3)  differences Programming and System Programming.,Comprehension
Do you think that this statement conveys the idea that i am trying to portray,Evaluation
How do you think the community should grow or change,Evaluation
Suggest THREE (3) specific types of application software  that  may help to  support James's business activities. ,Synthesis
Explain THREE characteristics that distinguish authoritarianism from totalitarianism.,Analysis
"For international marketers, economic factors are important. Explain why economic factors are important to them. ",Comprehension
Discover FOUR (4) characteristic of IT infrastructure to be considered.,Synthesis
Glass is known to have good qualities and properties related to thermal and sound insulations. Discuss the application of glass in the construction of green building.,Comprehension
State the definition of application in Bloom's Taxonomy.,Knowledge
"By assuming other factors (pH, water content and etc.) are being equal in clay loam and sandy loam, state which soil would be expected to have higher organic matter content. Justify your answer. ",Evaluation
Identify FOUR (4) factors that influence consumer behaviour. ,Knowledge
Examine the two roles and show how newspaper managers can successfully draw a balance between their economic role and social role.   ,Analysis
Institutional shareholders do not always fare better than the minority shareholders in promoting shareholder activism. Assess the impediments of institutional shareholder activism. ,Evaluation
Explain the types of construction excavation. ,Comprehension
State the TWO biological isoprene building blocks and the enzyme involved in synthesising the precursor. ,Comprehension
Show that the wavefunction of a free particle is a plane wave. ,Application
What would you predict/infer from...?,Synthesis
What does ICT stands for.,Knowledge
Express your opinion of 'Drugs in Sport' through poetry.,Comprehension
Draw similar repetition and interval repetition. ,Comprehension
The price of good is one of the internal factors of determinants of demands and it also depends on the cost of production. Describe the TWO (2) types of production cost with examples. ,Comprehension
Make a paper-mache map to include relevant information about an event.,Application
The oil palm (Elaeis guineensis) is an erect monoecious plant. Describe how its inflorescences develop into fruit and relate this to the pest control practice that could affect the productivity of the oil palm. ,Comprehension
"""Investment strategies used by the investors of futures and forward markets help to maintain market efficiency"". Based on the above statement, differentiate THREE (3) main investment strategies used by futures and forward markets' investors. ",Analysis
Propose a suitable type of glass that is used to construct a transparent fiat roof for the entrance of the Heritage Hall in Universiti Tunku Abdul Rahman. ,Synthesis
Model an Olympic Village for the new Millenium.,Application
What is  your family name,Knowledge
Explain the THREE (3) processes of forming a public opinion. Provide your answers with an example for each process. ,Comprehension
"After strain modification process, the UTAR002 is found to be unable to excrete the desired enzyme into the medium.  Suggest a proper purification protocol for the recovery of this product.",Synthesis
"Use Porter's five competitive forces to analyze FiredUp, Inc.",Application
Define pixel.,Knowledge
Explain the profit and loss for Alice and GCB bank. ,Comprehension
Classify animals into two groups.,Comprehension
Briefly explain Financial Reporting System (FRS) and identify THREE (3) potential risks in FRS. ,Comprehension
"Suggest your recommendation on the investment of KMK Corporation's common stock, if the stock price is traded at $25 currently. ",Synthesis
Describe the THREE (3) causes of concrete blister. ,Comprehension
Outline FIVE (5) functional requirements of a floor. ,Comprehension
Develop a questionnaire based on at least FOUR open-ended and FOUR closed-ended questions for the interviews.,Synthesis
Suggest THREE (3) methods Game2 can take to prevent damage to its Web sites and continuing operations.  Justify your answer.,Evaluation
How would you create/design a new...?,Synthesis
"Calculate Treynor's measure for AOV's Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended. ",Application
How to construct simple solutions when problems are complex?,Application
Identify the HP's challenges in text mining.,Knowledge
How do we construct agents that can deliver. “good” assistance,Application
List FIVE (5) major business activities of investment banks. ,Knowledge
"Discuss the importance of shikimate pathway, a primary metabolism pathway related to plant secondary metabolism. ",Comprehension
"Identify and recommend any appropriate amendments to the proposal presented in order to rectify the errors made in estimating the company's current cost of capital and current value. For each of the revisions, explain the reasons why it should be amended.",Evaluation
Compare and contrast between signal and pipe methods in the context of inter process communication.,Analysis
Define Inheritance concept,Knowledge
Independent Non-Executive Directors (INEDs) play crucial roles in the  assurance of effective corporate governance of public listed companies. Provide an assessment on the contributions of INEDs in promoting effective corporate governance. ,Comprehension
 Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,Analysis
What evidence can you find to suggest that people should be regarded as the most important resource of an organisation?,Analysis
Explain different approaches used in hydraulic engineering to achieve its objectives by giving examples. ,Comprehension
Discuss on the importance of KM with specific reference to its impact on employee's learning and process efficiency.,Analysis
Apply how semaphores and shared memory methods can be deployed to execute a particular task.,Application
Explain the whole method of crushing,Comprehension
Describe FIVE (5) key players in advertising. ,Knowledge
"Given a frequency filter specification as H(u;v), derive a procedure to generate the convolution result of its corresponding spatial filter with an image f(x,y). ",Application
Can you defend your position about ... ?,Evaluation
State the advantage of applying each step in the purification scheme. ,Comprehension
Explain the concept of narrowing conversion. Indicate in code how the conversion is done.,Comprehension
Describe how soil surface roughness affects both water and wind erosion. Suggest ways to increase roughness to reduce erosion. ,Synthesis
Construct an executive remuneration package using the remuneration framework as a guide. ,Application
Companies must take reasonable steps to ensure that their investors enjoy equal access to material information. Briefly describe SIX (6) corporate disclosure policies under Main Market Listing Requirements (MMLR). ,Knowledge
Discuss some possible challenges that the bank may face in deploying  data mining.,Comprehension
Explain the Mandatory of Product Adaptation. ,Comprehension
Explain briefly the effectiveness of advertising based on strategy concept. ,Comprehension
The construction industry comprises a wide diversity of firms that it is impossible to categorise them all within one type of market structure. Discuss.,Analysis
Briefly  discuss  on the  difference  between  volatile  and  non-volatile storage.,Comprehension
What do you think are the strengths of using integrated math in your program?,Evaluation
Invent a machine to do a specific task.,Synthesis
Summarize this magazine article.,Comprehension
Discuss FOUR (4) economic roles of money market. ,Comprehension
How much did he pay for his car,Knowledge
Discuss THREE mechanisms of vegetative reproduction that make certain weeds successful in establishment. ,Comprehension
Explain the impact of 'connection keep-alive' or persistence connection in the context of request response model on performance of sending response to clients.,Comprehension
Design a healthy menu that you think most people would enjoy using the healthy eating guide.,Evaluation
Assuming that this monopolist is regulated to produce at that quantity where price equals average total cost. Calculate and find out what is the quantity the monopolist will produce and the price it will charge given this regulatory scenario.,Application
"""An increase in the money supply will lead to an increase in the market equilibrium interest rate.” Comment and justify the above statement with an appropriate diagram. ",Evaluation
Explain the activities involved in the building process. ,Comprehension
How Do You Think One Should Reason in Making Ethical Decisions in Business,Evaluation
Construct a Venn diagram to determine the validity of the given argument.,Application
Describe the TWO (2) key differences between perfect competition and monopolistic competition. ,Comprehension
How to construct the selected information system,Application
Discuss the negative effects of advertising on children. ,Comprehension
Demonstrate the steps involved in setting out of a building foundation and discuss the setting out of purposes. ,Application
Generalize FIVE (5) ways to use digital photography in classroom teaching and learning.,Evaluation
Define Put-Call Parity and express it in equation. ,Comprehension
"Using the Luedeking-Piret equation for growth associated product formation, calculate the pullulan concentration in 30h of fermentation.",Application
List FIVE (5) types of trick questions.,Knowledge
Distinguish between rill and gully erosion. ,Analysis
Calculate for x in the following equation: 12x=36,Application
"Given the data available on a research question, take a position and defend it.",Evaluation
Discuss the disadvantages of timber flat roofs. ,Comprehension
Distinguish between micro and macro economics.,Analysis
State the problems that could arise from environmental overload of fixed nitrogen due to generous usage of nitrogen fertilizer and suggest a possible solution for this situation. ,Synthesis
How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,Analysis
Explain THREE (3) differences of Red Green Blue (RGB) and Cyan Magenta Yellow (CMY).,Comprehension
Propose Java Web architecture diagram for the above case study and explain.,Synthesis
Discuss  the role  of  restriction  and  aggregation  in reducing  the  quantity  of data and obtaining useful information from a data warehouse.,Comprehension
Differentiate between data and information using examples.,Analysis
"Define the designation “Frame = -3"".",Knowledge
Paraphrase an important speech,Comprehension
Summarize the basic tenets of deconstructionism.,Comprehension
Explain how mutation technique can be implemented in Genetic Algorithm (GA).,Application
Design a poster for this book.,Synthesis
Evaluate board games and justify why rules are important.,Evaluation
Analyze the effect of similarity-dissimilarity on attraction by using TWO (2) theories. ,Analysis
Identify THREE (3) types of imperfectly competitive firms and construct THREE (3) important characteristics of these imperfectly competitive firms.,Application
Suggest and explain TWO (2) ways to measure a bank's profitability. ,Synthesis
Define teachers' Pedagogical Reasoning Skills and explain how it helps teachers use instructional materials in classroom. ,Comprehension
"In all analysis methods, the effects of turbulence have to be modeled unless all the scales of motion are represented explicitly as in Direct Numerical Simulation (DNS). Explain why it is not practical to analyze flows in practical hydraulic engineering by DNS. ",Comprehension
Explain the effect of stereotyping young teenage in advertising on society. ,Comprehension
"Bernard has successfully determined the sequence of Protein X which consists of 110 amino acid residues. He is interested to predict the protein struc using the available homology modelling software. Based on your knowledge of the mechanism of protein folding, comment on the reliability and accuracy of the prediction. ",Evaluation
Specify the thickness of a galvanized coating based on atmospheric data? (level 2) ,Application
Calculate the level of output needed to be achieved by Cambodia in order to maintain a balanced trade account.,Application
Define allelopathy and list how allelopathic substance enters the environment. ,Comprehension
"Based on the aspartate protease mechanism, explain the concept of using ""Crixivan"" to treat HIV patients. ",Comprehension
Define the term project in the context of project management.,Knowledge
Can you create new and unusual uses for . . .?,Synthesis
Support your answers with ONE (1) example in everyday life for EACH theory. ,Evaluation
"Davenport (2000) discusses four emerging trends to be considered in designing future enterprise systems. Analyze each emerging trend, its relevance and importance to the designing of future enterprise systems.",Analysis
Briefly  describe  THREE  (3) types  of business  process  that  traditionally organized around functional areas of business. Provide an example of each.,Knowledge
Support your views with TWO (2) examples from everyday life for each origins. ,Evaluation
Briefly describe the disadvantages of characterising three dimensional protein structures using X-ray diffraction. ,Comprehension
State the main missions of National Center for Biotechnology Information (NCBI). ,Knowledge
The design rules are usually described in TWO (2) ways. Describe these TWO (2) ways. ,Comprehension
Highlight the importance of bioinformatics analysis in genomic studies. ,Comprehension
What is the title of the first movie you saw ,Knowledge
Justify your answers with elaborations by providing any TWO (2) reasons.,Evaluation
Give the difference between parameter and formal parameter.,Comprehension
"Assume that you have been assigned to run a Google Ads search advertising campaign for a new café in Kampar, Perak. Recommend FIVE (5) strategies to develop a successful search advertising campaign for the café.",Synthesis
"""Economists state that both allocative and productive efficiencies are realized in the long-run equilibrium of a monopolistically competitive market"". State whether you agree or disagree with the statement. Graphically illustrate and explain the statement. ",Analysis
Show how NLP techniques can be deployed in business.,Application
List any TWO (2) real life examples of  the  organization  that implement the clicks-and-bricks B2C E-Commerce.,Knowledge
Briefly  discuss  how  TQM  could  be  applied  m  the  management  of  the newspapers' editorials.,Application
Describe how hypotheses are combined in boosting.,Comprehension
The news reported that the chicken consumption in Malaysia has fallen by 17.25 percent. Use firm and industry diagrams to explain the short run and long run effects. ,Application
Sketch the blackbody curves for radiation emitted from the Sun and the Earth,Application
How would you classify the type of ...?,Comprehension
Briefly  explain  any  TWO  (2) observations  of information  technology trend using Moore's Law.,Comprehension
“Firms can use existing brand names or create new brands on the internet”. Evaluate on the above statement. ,Evaluation
Write a letter to the editor on a social issue of concern to you.,Synthesis
"Write a program to calculate the SQRT for Array elements, you may use the Math class function (sqrt), the Array should include 5 Integer elements. The output should be the array elements along with their SQRT value.",Synthesis
Calculate the inventory turnover. ,Application
How was life different in your town 100 years ago?,Analysis
GIF and SWF file format can be used to create animations. Compare and state the major advantage and limitation of using GIF rather than SWF for creating animations in webpages.,Analysis
How does an endorsement differ from a teaching certificate,Analysis
Explain why 3D animation requires much time consuming and complicated in the development phase compared to 2D animation.,Analysis
Describe THREE (3) types of test that can be applied for a concrete structure survey. ,Comprehension
Give the enzyme group number and name for acetylcholine esterase. Describe the non-covalent interactions used by acetylcholine esterase for substrate binding.,Comprehension
"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",Analysis
Briefly describe the advantages of marker assisted selection in farm animal breeding. ,Comprehension
when did the first saudi radio station open,Knowledge
How effective are . . .?,Evaluation
Describe in your own words what is meant by a sprained ankle.,Comprehension
 Examine the differences between the model excluding the most influential observation and the model including all observations.,Analysis
"In your own words, tell what the story is about.",Comprehension
Differentiate between a wholesaler and a retailer.,Analysis
How would you differentiate between heterodox and mainstream,Analysis
Explain TWO (2) ways on how monopoly harms consumers and hurts the economy. Justify and illustrate your answers.,Evaluation
"Discuss the extent to which it is feasible for a company to 'operationalise' its social responsibility Spirations, that is, whether it is possible to bring these considerations into strategic decision-making in a programmed or systematic way.",Evaluation
Restate main idea of story in own words.,Comprehension
Give THREE examples of symptoms that resemble herbicide damage on plants. ,Comprehension
Suggest an alternative to Albert on how the above limitations may be overcome.,Synthesis
Analyze the following questionnaire. ,Analysis
"Calculate Sharpe's measure for the AOV Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended. ",Application
Trace the value of alpha after the following code executes. int alpha[5];int j;alpha[0] = 5;for (j = 1; j < 5; j++){if(j % 2 == 0)alpha[j] = alpha[j – 1] + 2;else alpha[j] = alpha[j – 1] + 3;},Analysis
Describe how the hexokinase enzymatic activity could be determined using the coupled assay method. ,Application
